Experiment_Type,Category,Num_Agents,Temperature,Ctx_Size,Model,Turn_Policy,Run_ID,Turns_Taken,Correct_Option,Elapsed_Seconds,Avg_Turn_Seconds,N_Turns,File,Agents_Verdict,Is_Correct,BERTScore_F1,BLEU,ROUGE_L,Speaker_Gini,Silent_Agents,Avg_Turn_Length,Max_Speaker_Share
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,moderator,0,8,No,80.766,10.096,8,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-moderator_run0/question_0.json,No,1,0.7692,0.0,0.0,0.0,0.0,633.38,0.25
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,moderator,0,13,Yes,162.027,12.464,13,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-moderator_run0/question_1.json,Yes,1,0.7637,0.0,0.0,0.0577,0.0,815.38,0.3077
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,moderator,0,6,Yes,64.046,10.674,6,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-moderator_run0/question_10.json,No,0,0.7719,0.0,0.0,0.1667,0.0,834.83,0.3333
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,moderator,0,4,No,43.143,10.786,4,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-moderator_run0/question_2.json,No,1,0.7718,0.0007,0.0075,0.0,0.0,791.0,0.25
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,moderator,0,11,No,132.152,12.014,11,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-moderator_run0/question_3.json,No,1,0.7732,0.0,0.0,0.25,0.0,761.64,0.3636
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,moderator,0,18,No,245.158,13.62,18,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-moderator_run0/question_4.json,No,1,0.7677,0.0,0.0,0.1667,0.0,886.83,0.3333
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,moderator,0,8,Yes,84.457,10.557,8,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-moderator_run0/question_5.json,Yes,1,0.7775,0.0,0.0,0.1875,0.0,686.0,0.375
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,moderator,0,5,No,51.755,10.351,5,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-moderator_run0/question_6.json,No,1,0.7739,0.0,0.0,0.15,0.0,639.8,0.4
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,moderator,0,4,Yes,41.41,10.352,4,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-moderator_run0/question_7.json,No,0,0.7691,0.0,0.0,0.0,0.0,673.75,0.25
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,moderator,0,11,Yes,119.759,10.887,11,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-moderator_run0/question_8.json,No,0,0.7695,0.0,0.0,0.1591,0.0,647.73,0.3636
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,moderator,0,4,Yes,31.468,7.867,4,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-moderator_run0/question_9.json,No,0,0.7792,0.0,0.0,0.1667,1.0,721.5,0.5
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,moderator,1,5,No,54.34,10.868,5,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-moderator_run1/question_0.json,No,1,0.7731,0.0,0.0,0.15,0.0,726.8,0.4
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,moderator,1,12,Yes,158.747,13.229,12,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-moderator_run1/question_1.json,No,0,0.7585,0.0,0.0,0.125,0.0,896.33,0.3333
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,moderator,1,5,Yes,61.581,12.316,5,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-moderator_run1/question_10.json,No,0,0.7645,0.0,0.0,0.15,0.0,987.6,0.4
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,moderator,1,6,No,60.643,10.107,6,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-moderator_run1/question_2.json,No,1,0.7697,0.0,0.0,0.1667,0.0,629.0,0.3333
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,moderator,1,6,No,57.823,9.637,6,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-moderator_run1/question_3.json,No,1,0.7773,0.0,0.0,0.1667,0.0,564.5,0.3333
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,moderator,1,9,No,112.994,12.555,9,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-moderator_run1/question_4.json,Yes,0,0.7728,0.0,0.0,0.0833,0.0,982.33,0.3333
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,moderator,1,9,Yes,110.104,12.234,9,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-moderator_run1/question_5.json,Yes,1,0.7655,0.0,0.0,0.3056,0.0,862.11,0.4444
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,moderator,1,13,No,165.099,12.7,13,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-moderator_run1/question_6.json,No,1,0.7711,0.0,0.0,0.2115,0.0,817.46,0.3846
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,moderator,1,4,Yes,48.705,12.176,4,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-moderator_run1/question_7.json,Yes,1,0.7642,0.0,0.0,0.0,0.0,798.75,0.25
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,moderator,1,8,Yes,91.156,11.395,8,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-moderator_run1/question_8.json,No,0,0.7605,0.0,0.0,0.0,0.0,708.0,0.25
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,moderator,1,7,Yes,81.423,11.632,7,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-moderator_run1/question_9.json,No,0,0.7722,0.0,0.0,0.1071,0.0,929.14,0.2857
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,moderator,2,11,No,128.863,11.715,11,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-moderator_run2/question_0.json,No,1,0.7666,0.0,0.0,0.1591,0.0,793.64,0.3636
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,moderator,2,3,Yes,32.358,10.786,3,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-moderator_run2/question_1.json,No,0,0.7615,0.0,0.0,0.0,1.0,847.33,0.3333
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,moderator,2,3,Yes,27.141,9.047,3,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-moderator_run2/question_10.json,No,0,0.7716,0.0,0.0,0.0,1.0,806.67,0.3333
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,moderator,2,14,No,178.244,12.732,14,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-moderator_run2/question_2.json,No,1,0.7696,0.0,0.0,0.1786,0.0,804.64,0.3571
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,moderator,2,6,No,64.844,10.807,6,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-moderator_run2/question_3.json,No,1,0.7747,0.0,0.0,0.1667,0.0,706.5,0.3333
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,moderator,2,3,No,28.171,9.39,3,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-moderator_run2/question_4.json,Yes,0,0.7825,0.0,0.0,0.0,1.0,1008.67,0.3333
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,moderator,2,4,Yes,38.525,9.631,4,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-moderator_run2/question_5.json,No,0,0.7674,0.0,0.0,0.0,0.0,684.25,0.25
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,moderator,2,8,No,88.006,11.001,8,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-moderator_run2/question_6.json,No,1,0.7701,0.0,0.0,0.0,0.0,690.5,0.25
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,moderator,2,6,Yes,59.711,9.952,6,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-moderator_run2/question_7.json,No,0,0.7723,0.0,0.0,0.1667,0.0,583.83,0.3333
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,moderator,2,11,Yes,142.04,12.913,11,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-moderator_run2/question_8.json,Yes,1,0.7622,0.0,0.0,0.1591,0.0,855.0,0.3636
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,moderator,2,3,Yes,34.229,11.41,3,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-moderator_run2/question_9.json,No,0,0.7654,0.0,0.0,0.0,1.0,1195.67,0.3333
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,random,0,14,No,126.353,9.025,14,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-random_run0/question_0.json,No,1,0.7715,0.0,0.0,0.3929,0.0,792.71,0.5
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,random,0,7,Yes,71.538,10.22,7,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-random_run0/question_1.json,No,0,0.7594,0.0,0.0,0.1071,0.0,966.0,0.2857
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,random,0,19,Yes,186.158,9.798,19,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-random_run0/question_10.json,No,0,0.7674,0.0,0.0,0.1447,0.0,844.16,0.3158
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,random,0,6,No,49.618,8.27,6,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-random_run0/question_2.json,No,1,0.7661,0.0005,0.0057,0.1667,0.0,781.33,0.3333
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,random,0,4,No,28.536,7.134,4,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-random_run0/question_3.json,No,1,0.7694,0.0,0.0,0.0,0.0,695.25,0.25
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,random,0,3,No,18.638,6.213,3,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-random_run0/question_4.json,No,1,0.7771,0.0,0.0,0.0,1.0,1040.67,0.3333
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,random,0,8,Yes,68.924,8.616,8,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-random_run0/question_5.json,Yes,1,0.764,0.0,0.0,0.1875,0.0,772.38,0.375
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,random,0,11,No,97.08,8.825,11,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-random_run0/question_6.json,No,1,0.7701,0.0,0.0,0.25,0.0,704.18,0.3636
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,random,0,8,Yes,72.894,9.112,8,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-random_run0/question_7.json,No,0,0.7719,0.0,0.0,0.1875,0.0,828.62,0.375
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,random,0,11,Yes,87.92,7.993,11,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-random_run0/question_8.json,No,0,0.7682,0.0,0.0,0.0682,0.0,678.91,0.2727
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,random,0,12,Yes,100.567,8.381,12,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-random_run0/question_9.json,No,0,0.7712,0.0,0.0,0.2917,0.0,787.92,0.4167
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,random,1,15,No,138.659,9.244,15,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-random_run1/question_0.json,No,1,0.7708,0.0,0.0,0.1833,0.0,778.47,0.3333
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,random,1,8,Yes,69.896,8.737,8,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-random_run1/question_1.json,No,0,0.7636,0.0,0.0,0.25,1.0,808.88,0.5
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,random,1,11,Yes,97.961,8.906,11,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-random_run1/question_10.json,No,0,0.7678,0.0,0.0,0.1818,1.0,837.36,0.4545
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,random,1,15,No,165.041,11.003,15,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-random_run1/question_2.json,Yes,0,0.7652,0.0,0.0,0.15,0.0,965.47,0.3333
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,random,1,13,No,104.498,8.038,13,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-random_run1/question_3.json,No,1,0.7695,0.0,0.0,0.1346,0.0,636.23,0.3077
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,random,1,10,No,100.983,10.098,10,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-random_run1/question_4.json,Yes,0,0.7699,0.0,0.0,0.15,0.0,992.4,0.3
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,random,1,10,Yes,91.912,9.191,10,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-random_run1/question_5.json,Yes,1,0.7618,0.0,0.0,0.2,1.0,863.0,0.5
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,random,1,16,No,152.217,9.514,16,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-random_run1/question_6.json,No,1,0.7662,0.0,0.0,0.0938,0.0,755.62,0.3125
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,random,1,13,Yes,116.477,8.96,13,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-random_run1/question_7.json,No,0,0.7659,0.0,0.0,0.1731,0.0,721.38,0.3846
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,random,1,9,Yes,63.717,7.08,9,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-random_run1/question_8.json,No,0,0.7635,0.0,0.0,0.1944,0.0,561.89,0.3333
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,random,1,12,Yes,141.727,11.811,12,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-random_run1/question_9.json,No,0,0.767,0.0,0.0,0.2083,0.0,1116.08,0.3333
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,random,2,16,No,131.494,8.218,16,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-random_run2/question_0.json,No,1,0.7769,0.0007,0.0075,0.1562,0.0,670.69,0.375
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,random,2,16,Yes,129.393,8.087,16,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-random_run2/question_1.json,No,0,0.7685,0.0,0.0,0.2188,0.0,622.44,0.375
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,random,2,4,Yes,35.465,8.866,4,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-random_run2/question_10.json,No,0,0.7634,0.0,0.0,0.1667,1.0,1094.0,0.5
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,random,2,13,No,121.122,9.317,13,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-random_run2/question_2.json,Yes,0,0.7658,0.0007,0.0068,0.25,0.0,795.77,0.4615
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,random,2,13,No,111.399,8.569,13,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-random_run2/question_3.json,No,1,0.7715,0.0,0.0,0.1731,0.0,686.15,0.3846
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,random,2,3,No,26.514,8.838,3,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-random_run2/question_4.json,No,1,0.7724,0.0,0.0,0.0,1.0,1272.33,0.3333
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,random,2,9,Yes,68.117,7.569,9,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-random_run2/question_5.json,No,0,0.769,0.0,0.0,0.1481,1.0,682.67,0.4444
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,random,2,4,No,20.811,5.203,4,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-random_run2/question_6.json,Yes,0,0.7796,0.0,0.0,0.1667,1.0,454.25,0.5
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,random,2,10,Yes,89.856,8.986,10,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-random_run2/question_7.json,No,0,0.7642,0.0,0.0057,0.25,0.0,772.9,0.4
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,random,2,16,Yes,103.874,6.492,16,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-random_run2/question_8.json,No,0,0.7726,0.0,0.0,0.1562,0.0,491.81,0.375
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,random,2,14,Yes,133.923,9.566,14,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-random_run2/question_9.json,No,0,0.7659,0.0,0.0,0.2143,0.0,883.57,0.4286
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,round_robin,0,15,No,129.07,8.605,15,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-round_robin_run0/question_0.json,No,1,0.7707,0.0,0.0,0.05,0.0,706.2,0.2667
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,round_robin,0,12,Yes,134.207,11.184,12,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-round_robin_run0/question_1.json,Yes,1,0.7584,0.0,0.0,0.0,0.0,986.33,0.25
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,round_robin,0,11,Yes,102.307,9.301,11,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-round_robin_run0/question_10.json,No,0,0.7658,0.0,0.0,0.0682,0.0,851.27,0.2727
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,round_robin,0,5,No,37.935,7.587,5,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-round_robin_run0/question_2.json,No,1,0.7752,0.0,0.0,0.15,0.0,749.8,0.4
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,round_robin,0,5,No,28.226,5.645,5,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-round_robin_run0/question_3.json,No,1,0.7776,0.0,0.0,0.15,0.0,497.0,0.4
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,round_robin,0,5,No,37.715,7.543,5,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-round_robin_run0/question_4.json,Yes,0,0.7711,0.0,0.0,0.15,0.0,924.0,0.4
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,round_robin,0,5,Yes,28.822,5.764,5,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-round_robin_run0/question_5.json,No,0,0.7698,0.0,0.0,0.15,0.0,553.0,0.4
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,round_robin,0,13,No,125.697,9.669,13,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-round_robin_run0/question_6.json,No,1,0.7708,0.0,0.0,0.0577,0.0,776.38,0.3077
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,round_robin,0,17,Yes,136.017,8.001,17,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-round_robin_run0/question_7.json,Yes,1,0.778,0.0,0.0,0.0441,0.0,592.0,0.2941
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,round_robin,0,5,Yes,38.141,7.628,5,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-round_robin_run0/question_8.json,No,0,0.7622,0.0,0.0,0.15,0.0,662.8,0.4
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,round_robin,0,3,Yes,15.833,5.278,3,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-round_robin_run0/question_9.json,No,0,0.7851,0.0,0.0102,0.0,1.0,980.67,0.3333
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,round_robin,1,14,No,142.339,10.167,14,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-round_robin_run1/question_0.json,No,1,0.7705,0.0,0.0,0.0714,0.0,900.79,0.2857
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,round_robin,1,10,Yes,88.207,8.821,10,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-round_robin_run1/question_1.json,No,0,0.7649,0.0,0.0,0.1,0.0,789.5,0.3
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,round_robin,1,3,Yes,16.647,5.549,3,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-round_robin_run1/question_10.json,No,0,0.7747,0.0,0.0,0.0,1.0,822.0,0.3333
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,round_robin,1,12,No,120.824,10.069,12,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-round_robin_run1/question_2.json,No,1,0.7605,0.0,0.0,0.0,0.0,876.25,0.25
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,round_robin,1,5,No,29.929,5.986,5,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-round_robin_run1/question_3.json,No,1,0.7744,0.0,0.0,0.15,0.0,518.8,0.4
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,round_robin,1,4,No,29.137,7.284,4,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-round_robin_run1/question_4.json,No,1,0.7707,0.0,0.0,0.0,0.0,992.75,0.25
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,round_robin,1,3,Yes,15.176,5.059,3,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-round_robin_run1/question_5.json,No,0,0.7781,0.0,0.0,0.0,1.0,599.67,0.3333
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,round_robin,1,15,No,129.936,8.662,15,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-round_robin_run1/question_6.json,No,1,0.7713,0.0,0.0,0.05,0.0,677.07,0.2667
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,round_robin,1,3,Yes,17.148,5.716,3,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-round_robin_run1/question_7.json,Yes,1,0.7742,0.0,0.0,0.0,1.0,573.33,0.3333
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,round_robin,1,12,Yes,111.317,9.276,12,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-round_robin_run1/question_8.json,No,0,0.7658,0.0,0.0,0.0,0.0,785.08,0.25
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,round_robin,1,5,Yes,31.174,6.235,5,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-round_robin_run1/question_9.json,No,0,0.7747,0.0,0.0,0.15,0.0,778.0,0.4
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,round_robin,2,12,No,110.862,9.239,12,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-round_robin_run2/question_0.json,No,1,0.7717,0.0,0.0,0.0,0.0,817.42,0.25
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,round_robin,2,12,Yes,120.489,10.041,12,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-round_robin_run2/question_1.json,Yes,1,0.7616,0.0,0.0,0.0,0.0,885.83,0.25
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,round_robin,2,3,Yes,15.689,5.23,3,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-round_robin_run2/question_10.json,Yes,1,0.7832,0.0,0.0,0.0,1.0,780.33,0.3333
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,round_robin,2,12,No,122.305,10.192,12,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-round_robin_run2/question_2.json,No,1,0.7684,0.0,0.0,0.0,0.0,892.42,0.25
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,round_robin,2,5,No,32.414,6.483,5,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-round_robin_run2/question_3.json,No,1,0.7729,0.0,0.0,0.15,0.0,569.2,0.4
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,round_robin,2,16,No,165.711,10.357,16,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-round_robin_run2/question_4.json,No,1,0.7723,0.0,0.0,0.0,0.0,913.31,0.25
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,round_robin,2,13,Yes,112.218,8.632,13,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-round_robin_run2/question_5.json,Yes,1,0.7627,0.0,0.0,0.0577,0.0,732.0,0.3077
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,round_robin,2,5,No,36.973,7.395,5,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-round_robin_run2/question_6.json,Yes,0,0.7684,0.0006,0.0065,0.15,0.0,643.0,0.4
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,round_robin,2,14,Yes,129.281,9.234,14,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-round_robin_run2/question_7.json,No,0,0.7663,0.0,0.0,0.0714,0.0,757.79,0.2857
multi_agent,causal_judgment,4,0.7,4096,llama3.2:3b,round_robin,2,3,Yes,12.066,4.022,3,results_tfg/causal_judgment_agents4_temp0.7_ctx4096_llama3.2-3b_turn-round_robin_run2/question_8.json,No,0,0.7803,0.0,0.0,0.0,1.0,427.0,0.3333
